user_id,lesson,time_value,engagement,excitation,stress,relax,interest,focus,main_activity,sub_activity
id_12,lesson_3,2022-02-27 18:00:00.596566,0.520119,0.147244,0.335539,0.395212,0.512616,0.262686,VL,NA
id_12,lesson_3,2022-02-27 18:00:01.596566,0.5088295999999999,0.1516736,0.3446523,0.4016767,0.5187434,0.2700922999999999,VL,NA
id_12,lesson_3,2022-02-27 18:00:02.596566,0.4975402,0.1561032,0.3537656,0.4081414,0.5248708000000001,0.2774986,VL,NA
id_12,lesson_3,2022-02-27 18:00:03.596566,0.4862508,0.1605328,0.3628789,0.4146061,0.5309982,0.2849049,VL,NA
id_12,lesson_3,2022-02-27 18:00:04.596566,0.4749614,0.1649624,0.3719922,0.4210707999999999,0.5371256,0.2923112,VL,NA
id_12,lesson_3,2022-02-27 18:00:05.596566,0.463672,0.169392,0.3811055,0.4275354999999999,0.543253,0.2997175,VL,NA
id_12,lesson_3,2022-02-27 18:00:06.596566,0.4523826,0.1738216,0.3902188,0.4340002,0.5493804,0.3071238,VL,NA
id_12,lesson_3,2022-02-27 18:00:07.596566,0.4410931999999999,0.1782512,0.3993321,0.4404649,0.5555078,0.3145301,VL,NA
id_12,lesson_3,2022-02-27 18:00:08.596566,0.4298037999999999,0.1826808,0.4084454,0.4469296,0.5616352,0.3219364,VL,NA
id_12,lesson_3,2022-02-27 18:00:09.596566,0.4185144,0.1871104,0.4175587,0.4533943,0.5677626,0.3293427,VL,NA
id_12,lesson_3,2022-02-27 18:00:10.596566,0.407225,0.19154,0.426672,0.459859,0.57389,0.3367489999999999,VL,NA
id_12,lesson_3,2022-02-27 18:00:11.596566,0.4213654,0.1893263,0.4205486,0.4583241,0.5717359000000001,0.3366119,VL,NA
id_12,lesson_3,2022-02-27 18:00:12.596566,0.4355058,0.1871126,0.4144252,0.4567892,0.5695818,0.3364748,VL,NA
id_12,lesson_3,2022-02-27 18:00:13.596566,0.4496462,0.1848989,0.4083018,0.4552542999999999,0.5674276999999999,0.3363377,VL,NA
id_12,lesson_3,2022-02-27 18:00:14.596566,0.4637866,0.1826852,0.4021784,0.4537194,0.5652736,0.3362005999999999,VL,NA
id_12,lesson_3,2022-02-27 18:00:15.596566,0.477927,0.1804714999999999,0.396055,0.4521845,0.5631195,0.3360635,VL,NA
id_12,lesson_3,2022-02-27 18:00:16.596566,0.4920674,0.1782578,0.3899316,0.4506496,0.5609654000000001,0.3359264,OS,ORD
id_12,lesson_3,2022-02-27 18:00:17.596566,0.5062078,0.1760440999999999,0.3838082,0.4491147,0.5588113,0.3357893,OS,ORD
id_12,lesson_3,2022-02-27 18:00:18.596566,0.5203482,0.1738304,0.3776848,0.4475797999999999,0.5566572,0.3356522,OS,ORD
id_12,lesson_3,2022-02-27 18:00:19.596566,0.5344886,0.1716167,0.3715614,0.4460449000000001,0.5545031,0.3355151,OS,ORD
id_12,lesson_3,2022-02-27 18:00:20.596566,0.548629,0.169403,0.365438,0.44451,0.552349,0.335378,OS,ORD
id_12,lesson_3,2022-02-27 18:00:21.596566,0.5488414,0.1682461,0.3605433,0.428951,0.5430764,0.3394524,OS,ORD
id_12,lesson_3,2022-02-27 18:00:22.596566,0.5490538,0.1670892,0.3556486,0.413392,0.5338037999999999,0.3435268,OS,ORD
id_12,lesson_3,2022-02-27 18:00:23.596566,0.5492661999999999,0.1659322999999999,0.3507539,0.397833,0.5245312,0.3476012,OS,ORD
id_12,lesson_3,2022-02-27 18:00:24.596566,0.5494786,0.1647754,0.3458592,0.382274,0.5152585999999999,0.3516756,OS,ORD
id_12,lesson_3,2022-02-27 18:00:25.596566,0.549691,0.1636185,0.3409645,0.366715,0.5059859999999999,0.35575,OS,ORD
id_12,lesson_3,2022-02-27 18:00:26.596566,0.5499034,0.1624616,0.3360698,0.3511559999999999,0.4967134,0.3598244,OS,ORD
id_12,lesson_3,2022-02-27 18:00:27.596566,0.5501158,0.1613047,0.3311751,0.335597,0.4874407999999999,0.3638987999999999,OS,ORD
id_12,lesson_3,2022-02-27 18:00:28.596566,0.5503281999999999,0.1601477999999999,0.3262804,0.320038,0.4781682,0.3679732,OS,ORD
id_12,lesson_3,2022-02-27 18:00:29.596566,0.5505406,0.1589909,0.3213857,0.3044790000000001,0.4688956,0.3720476,OS,ORD
id_12,lesson_3,2022-02-27 18:00:30.596566,0.5507529999999999,0.157834,0.3164909999999999,0.2889199999999999,0.4596229999999999,0.3761219999999999,OS,ORD
id_12,lesson_3,2022-02-27 18:00:31.596566,0.5456347,0.1603727999999999,0.3204588,0.2929729,0.4586153,0.3763783,OS,ORD
id_12,lesson_3,2022-02-27 18:00:32.596566,0.5405164000000001,0.1629116,0.3244265999999999,0.2970258,0.4576076,0.3766345999999999,OS,ORD
id_12,lesson_3,2022-02-27 18:00:33.596566,0.5353981,0.1654504,0.3283944,0.3010787,0.4565999,0.3768909,OS,ORD
