user_id,lesson,time_value,engagement,excitation,stress,relax,interest,focus,main_activity,sub_activity
id_4,lesson_3,2022-02-27 18:00:00.596566,0.428721,0.496521,0.426155,0.613394,0.5758340000000001,0.31455,VL,NA
id_4,lesson_3,2022-02-27 18:00:01.596566,0.4227837,0.4723975,0.4262363,0.6176566,0.5770717999999999,0.3078144,VL,NA
id_4,lesson_3,2022-02-27 18:00:02.596566,0.4168464,0.448274,0.4263175999999999,0.6219191999999999,0.5783096,0.3010788,VL,NA
id_4,lesson_3,2022-02-27 18:00:03.596566,0.4109090999999999,0.4241505,0.4263989,0.6261818,0.5795473999999999,0.2943432,VL,NA
id_4,lesson_3,2022-02-27 18:00:04.596566,0.4049718,0.400027,0.4264802,0.6304444,0.5807852,0.2876075999999999,VL,NA
id_4,lesson_3,2022-02-27 18:00:05.596566,0.3990344999999999,0.3759035,0.4265615,0.634707,0.582023,0.2808719999999999,VL,NA
id_4,lesson_3,2022-02-27 18:00:06.596566,0.3930972,0.35178,0.4266428,0.6389696,0.5832607999999999,0.2741364,VL,NA
id_4,lesson_3,2022-02-27 18:00:07.596566,0.3871599,0.3276565,0.4267241,0.6432321999999999,0.5844986,0.2674008,VL,NA
id_4,lesson_3,2022-02-27 18:00:08.596566,0.3812225999999999,0.303533,0.4268054,0.6474948,0.5857363999999999,0.2606652,VL,NA
id_4,lesson_3,2022-02-27 18:00:09.596566,0.3752853,0.2794095,0.4268867,0.6517574,0.5869741999999999,0.2539296,VL,NA
id_4,lesson_3,2022-02-27 18:00:10.596566,0.369348,0.255286,0.426968,0.6560199999999999,0.588212,0.247194,VL,NA
id_4,lesson_3,2022-02-27 18:00:11.596566,0.3755711,0.2571096,0.4236275,0.6456004000000001,0.5869053000000001,0.2468002,VL,NA
id_4,lesson_3,2022-02-27 18:00:12.596566,0.3817942,0.2589332,0.4202869999999999,0.6351808000000001,0.5855986,0.2464064,VL,NA
id_4,lesson_3,2022-02-27 18:00:13.596566,0.3880172999999999,0.2607567999999999,0.4169465,0.6247611999999999,0.5842919,0.2460126,VL,NA
id_4,lesson_3,2022-02-27 18:00:14.596566,0.3942404,0.2625804,0.413606,0.6143416,0.5829852,0.2456188,VL,NA
id_4,lesson_3,2022-02-27 18:00:15.596566,0.4004635,0.264404,0.4102654999999999,0.6039220000000001,0.5816785,0.245225,VL,NA
id_4,lesson_3,2022-02-27 18:00:16.596566,0.4066866,0.2662276,0.406925,0.5935024,0.5803718000000001,0.2448312,VL,NA
id_4,lesson_3,2022-02-27 18:00:17.596566,0.4129097,0.2680512,0.4035844999999999,0.5830828,0.5790651,0.2444373999999999,VL,NA
id_4,lesson_3,2022-02-27 18:00:18.596566,0.4191328,0.2698748,0.400244,0.5726631999999999,0.5777584,0.2440436,VL,NA
id_4,lesson_3,2022-02-27 18:00:19.596566,0.4253559,0.2716984,0.3969034999999999,0.5622436,0.5764517,0.2436498,VL,NA
id_4,lesson_3,2022-02-27 18:00:20.596566,0.431579,0.273522,0.393563,0.551824,0.575145,0.243256,OS,ORD
id_4,lesson_3,2022-02-27 18:00:21.596566,0.4399612,0.2755013,0.396808,0.5598379,0.5713913,0.2458853,OS,ORD
